Subject,Course Score,Learning Score,quiz Score,Complexity,Learning Content
Data Science and Analytics,57,79,60,beginner,quiz
Database Management,68,84,59,beginner,video
Database Management,58,92,50,beginner,video
CyberSecurity,57,78,68,beginner,quiz
Cloud Computing,53,91,53,beginner,quiz
Cloud Computing,45,74,43,beginner,video
CyberSecurity,49,93,43,beginner,video
Data Science and Analytics,56,85,61,beginner,quiz
Data Science and Analytics,61,74,58,beginner,video
Data Science and Analytics,54,72,50,beginner,video
Network and System Administration,63,80,46,beginner,video
CyberSecurity,56,74,67,beginner,quiz
Artificial Intelligence and Machine Learning,63,74,47,beginner,video
Network and System Administration,69,97,65,beginner,video
Software Engineering and Development,54,76,62,beginner,quiz
Devops and Systems Integration,66,90,44,beginner,video
IT Project Management,53,88,54,beginner,quiz
Devops and Systems Integration,57,85,61,beginner,quiz
Software Engineering and Development,43,74,67,beginner,quiz
Cloud Computing,64,78,49,beginner,video
Network and System Administration,42,92,62,beginner,quiz
Web Development,51,85,60,beginner,quiz
Devops and Systems Integration,68,93,49,beginner,video
Cloud Computing,50,90,44,beginner,video
Devops and Systems Integration,41,73,67,beginner,quiz
IT Project Management,46,79,54,beginner,quiz
Network and System Administration,59,99,46,beginner,video
Software Engineering and Development,69,71,54,beginner,video
IT Project Management,60,82,67,beginner,quiz
Data Science and Analytics,54,85,47,beginner,video
Devops and Systems Integration,54,72,47,beginner,video
Web Development,54,72,52,beginner,video
Database Management,48,86,56,beginner,quiz
Web Development,64,79,66,beginner,quiz
Web Development,43,83,54,beginner,quiz
Web Development,44,90,46,beginner,quiz
Cloud Computing,62,73,55,beginner,video
Software Engineering and Development,67,73,45,beginner,video
Database Management,60,92,53,beginner,video
IT Project Management,53,75,47,beginner,video
Web Development,67,90,70,beginner,quiz
Data Science and Analytics,49,80,67,beginner,quiz
Artificial Intelligence and Machine Learning,63,92,58,beginner,video
IT Project Management,47,80,62,beginner,quiz
Data Science and Analytics,61,93,65,beginner,quiz
IT Project Management,48,71,58,beginner,quiz
Devops and Systems Integration,50,85,52,beginner,quiz
Artificial Intelligence and Machine Learning,56,71,62,beginner,quiz
Web Development,48,82,65,beginner,quiz
Database Management,69,77,45,beginner,video
Devops and Systems Integration,55,71,61,beginner,quiz
Database Management,47,82,62,beginner,quiz
Web Development,70,85,46,beginner,video
Artificial Intelligence and Machine Learning,46,70,62,intermediate,quiz
Database Management,52,95,70,beginner,quiz
Artificial Intelligence and Machine Learning,70,82,48,beginner,video
IT Project Management,66,80,62,beginner,video
Data Science and Analytics,59,74,43,beginner,video
Cloud Computing,60,93,67,beginner,quiz
Devops and Systems Integration,50,100,53,beginner,quiz
CyberSecurity,53,94,59,beginner,quiz
Database Management,47,97,45,beginner,video
Artificial Intelligence and Machine Learning,64,87,68,beginner,quiz
Cloud Computing,44,75,42,beginner,video
Software Engineering and Development,47,79,58,beginner,quiz
Devops and Systems Integration,60,93,47,beginner,video
Devops and Systems Integration,57,71,70,beginner,quiz
Artificial Intelligence and Machine Learning,62,97,65,beginner,quiz
Cloud Computing,69,94,58,beginner,video
Software Engineering and Development,68,94,61,beginner,video
Software Engineering and Development,64,74,63,beginner,video
Software Engineering and Development,42,92,69,beginner,quiz
Software Engineering and Development,44,85,57,beginner,quiz
Devops and Systems Integration,45,71,46,beginner,quiz
Cloud Computing,59,82,48,beginner,video
Software Engineering and Development,58,85,48,beginner,video
IT Project Management,67,96,66,beginner,video
Devops and Systems Integration,67,94,66,beginner,video
CyberSecurity,60,83,50,beginner,video
Network and System Administration,54,77,49,beginner,video
Network and System Administration,54,71,57,beginner,quiz
Data Science and Analytics,59,78,55,beginner,video
CyberSecurity,47,95,59,beginner,quiz
Cloud Computing,44,96,50,beginner,quiz
IT Project Management,63,87,62,beginner,video
Database Management,60,90,50,beginner,video
CyberSecurity,62,82,45,beginner,video
CyberSecurity,49,82,70,beginner,quiz
Network and System Administration,61,96,64,beginner,quiz
IT Project Management,41,89,43,beginner,quiz
Software Engineering and Development,50,76,54,beginner,quiz
Cloud Computing,42,95,65,beginner,quiz
Web Development,52,82,66,beginner,quiz
Devops and Systems Integration,57,99,43,beginner,video
IT Project Management,62,84,58,beginner,video
Database Management,48,92,41,beginner,video
Devops and Systems Integration,43,97,47,beginner,quiz
Devops and Systems Integration,50,76,60,beginner,quiz
Artificial Intelligence and Machine Learning,45,90,66,beginner,quiz
Data Science and Analytics,66,88,62,beginner,video
CyberSecurity,60,71,59,beginner,video
Cloud Computing,53,100,49,beginner,video
IT Project Management,70,75,68,beginner,video
Artificial Intelligence and Machine Learning,63,83,56,beginner,video
Software Engineering and Development,59,81,50,beginner,video
Data Science and Analytics,69,75,47,beginner,video
Network and System Administration,55,88,52,beginner,video
Data Science and Analytics,57,88,41,beginner,video
Data Science and Analytics,70,76,47,beginner,video
CyberSecurity,66,98,42,beginner,video
Web Development,58,92,46,beginner,video
CyberSecurity,57,100,54,beginner,video
Software Engineering and Development,42,77,60,beginner,quiz
Database Management,43,73,57,beginner,quiz
Devops and Systems Integration,46,84,53,beginner,quiz
Network and System Administration,57,93,41,beginner,video
IT Project Management,67,86,54,beginner,video
Software Engineering and Development,60,85,47,beginner,video
CyberSecurity,47,79,69,beginner,quiz
Database Management,68,96,51,beginner,video
IT Project Management,56,99,69,beginner,quiz
Network and System Administration,57,71,41,beginner,video
Software Engineering and Development,49,97,44,beginner,video
Data Science and Analytics,62,74,67,beginner,quiz
Web Development,70,87,65,beginner,video
Database Management,49,73,59,beginner,quiz
Cloud Computing,69,72,53,beginner,video
Artificial Intelligence and Machine Learning,50,80,55,beginner,quiz
CyberSecurity,67,100,65,beginner,video
Web Development,66,88,56,beginner,video
Network and System Administration,54,82,45,beginner,video
Artificial Intelligence and Machine Learning,53,79,51,beginner,video
Cloud Computing,43,70,46,intermediate,quiz
Artificial Intelligence and Machine Learning,69,88,61,beginner,video
Devops and Systems Integration,49,90,62,beginner,quiz
Web Development,47,90,42,beginner,video
Software Engineering and Development,43,89,45,beginner,quiz
Database Management,43,93,55,beginner,quiz
Database Management,59,82,65,beginner,quiz
IT Project Management,50,99,59,beginner,quiz
Network and System Administration,52,75,58,beginner,quiz
Web Development,63,90,53,beginner,video
Artificial Intelligence and Machine Learning,54,95,59,beginner,quiz
Data Science and Analytics,64,97,48,beginner,video
Web Development,45,89,64,beginner,quiz
Web Development,57,74,55,beginner,video
CyberSecurity,51,88,48,beginner,video
Database Management,66,82,64,beginner,video
CyberSecurity,51,96,46,beginner,video
Network and System Administration,46,85,55,beginner,quiz
Cloud Computing,68,77,47,beginner,video
Data Science and Analytics,47,75,49,beginner,quiz
Data Science and Analytics,42,93,66,beginner,quiz
Web Development,49,96,52,beginner,quiz
Web Development,42,79,50,beginner,quiz
CyberSecurity,44,97,53,beginner,quiz
CyberSecurity,46,100,69,beginner,quiz
Devops and Systems Integration,61,100,55,beginner,video
Data Science and Analytics,57,80,65,beginner,quiz
Cloud Computing,45,79,55,beginner,quiz
Artificial Intelligence and Machine Learning,42,78,52,beginner,quiz
Devops and Systems Integration,54,91,69,beginner,quiz
Artificial Intelligence and Machine Learning,64,80,60,beginner,video
Network and System Administration,48,70,56,intermediate,quiz
Web Development,67,70,52,intermediate,video
Data Science and Analytics,55,83,52,beginner,video
Data Science and Analytics,47,84,59,beginner,quiz
Web Development,66,84,52,beginner,video
Artificial Intelligence and Machine Learning,46,72,41,beginner,video
Software Engineering and Development,54,70,54,intermediate,quiz
CyberSecurity,66,74,52,beginner,video
Devops and Systems Integration,64,77,47,beginner,video
Network and System Administration,51,85,47,beginner,video
Software Engineering and Development,46,74,60,beginner,quiz
Web Development,68,97,56,beginner,video
Data Science and Analytics,63,79,65,beginner,quiz
Web Development,42,99,55,beginner,quiz
Devops and Systems Integration,48,86,69,beginner,quiz
Database Management,48,74,65,beginner,quiz
Cloud Computing,51,86,51,beginner,quiz
Devops and Systems Integration,47,99,50,beginner,quiz
Devops and Systems Integration,62,86,43,beginner,video
Network and System Administration,69,76,68,beginner,video
Web Development,70,85,41,beginner,video
Artificial Intelligence and Machine Learning,61,94,50,beginner,video
Database Management,42,84,60,beginner,quiz
Data Science and Analytics,45,97,56,beginner,quiz
IT Project Management,43,90,46,beginner,quiz
CyberSecurity,50,71,41,beginner,video
CyberSecurity,42,81,61,beginner,quiz
Web Development,61,70,43,intermediate,video
Cloud Computing,54,85,51,beginner,video
Devops and Systems Integration,64,84,49,beginner,video
Data Science and Analytics,68,71,61,beginner,video
CyberSecurity,66,89,65,beginner,video
Data Science and Analytics,47,76,56,beginner,quiz
Software Engineering and Development,65,93,48,beginner,video
IT Project Management,68,88,54,beginner,video
Database Management,69,88,55,beginner,video
Software Engineering and Development,54,94,46,beginner,video
Cloud Computing,63,85,47,beginner,video
Software Engineering and Development,58,89,54,beginner,video
Network and System Administration,63,87,60,beginner,video
Network and System Administration,49,97,66,beginner,quiz
Web Development,49,84,41,beginner,video
IT Project Management,47,80,41,beginner,video
Database Management,68,93,59,beginner,video
Database Management,56,87,42,beginner,video
CyberSecurity,41,74,48,beginner,quiz
Cloud Computing,58,82,58,beginner,quiz
IT Project Management,56,85,49,beginner,video
Web Development,63,86,68,beginner,quiz
CyberSecurity,59,70,41,intermediate,video
Artificial Intelligence and Machine Learning,49,85,64,beginner,quiz
Artificial Intelligence and Machine Learning,46,90,49,beginner,quiz
Database Management,47,95,54,beginner,quiz
Network and System Administration,50,89,59,beginner,quiz
Devops and Systems Integration,57,82,54,beginner,video
IT Project Management,52,78,42,beginner,video
Artificial Intelligence and Machine Learning,41,72,47,beginner,quiz
Devops and Systems Integration,68,79,55,beginner,video
Devops and Systems Integration,52,98,44,beginner,video
Artificial Intelligence and Machine Learning,55,86,59,beginner,quiz
Database Management,54,95,51,beginner,video
Network and System Administration,48,72,49,beginner,quiz
Database Management,61,88,57,beginner,video
Data Science and Analytics,50,88,57,beginner,quiz
Devops and Systems Integration,63,86,66,beginner,quiz
Data Science and Analytics,49,83,56,beginner,quiz
Web Development,51,87,66,beginner,quiz
Web Development,67,72,56,beginner,video
Cloud Computing,65,93,55,beginner,video
Database Management,69,97,48,beginner,video
Database Management,45,71,45,beginner,quiz
Devops and Systems Integration,59,71,62,beginner,quiz
CyberSecurity,44,71,47,beginner,quiz
Database Management,50,74,68,beginner,quiz
Artificial Intelligence and Machine Learning,70,80,54,beginner,video
CyberSecurity,54,84,68,beginner,quiz
Artificial Intelligence and Machine Learning,70,83,48,beginner,video
Cloud Computing,48,95,55,beginner,quiz
Cloud Computing,52,82,57,beginner,quiz
CyberSecurity,63,76,57,beginner,video
Network and System Administration,56,87,60,beginner,quiz
Data Science and Analytics,42,88,64,beginner,quiz
Cloud Computing,41,90,57,beginner,quiz
Artificial Intelligence and Machine Learning,60,87,69,beginner,quiz
Artificial Intelligence and Machine Learning,58,98,64,beginner,quiz
Software Engineering and Development,49,86,50,beginner,quiz
Network and System Administration,46,79,41,beginner,video
Devops and Systems Integration,48,82,50,beginner,quiz
Artificial Intelligence and Machine Learning,49,98,50,beginner,quiz
Cloud Computing,62,76,62,beginner,quiz
