Subject,Course Score,Learning Score,Quiz Score,Complexity,Learning Content
Cloud Computing,64,100,63,Beginner,Video
Artificial Intelligence and Machine Learning,47,81,65,Beginner,Quiz
Network and System Administration,55,94,41,Beginner,Video
Data Science and Analytics,60,81,45,Beginner,Video
IT Project Management,53,71,60,Beginner,Quiz
Artificial Intelligence and Machine Learning,49,85,45,Beginner,Video
Database Management,53,96,51,Beginner,Video
Network and System Administration,43,77,55,Beginner,Quiz
Data Science and Analytics,62,87,42,Beginner,Video
Artificial Intelligence and Machine Learning,53,75,66,Beginner,Quiz
Network and System Administration,48,79,56,Beginner,Quiz
Devops and Systems Integration,62,90,65,Beginner,Quiz
Artificial Intelligence and Machine Learning,41,75,50,Beginner,Quiz
Network and System Administration,46,70,67,Intermediate,Quiz
Data Science and Analytics,58,83,42,Beginner,Video
Software Engineering and Development,53,77,56,Beginner,Quiz
Network and System Administration,69,77,52,Beginner,Video
Devops and Systems Integration,51,94,66,Beginner,Quiz
Data Science and Analytics,50,90,44,Beginner,Video
Database Management,53,77,66,Beginner,Quiz
Database Management,64,87,55,Beginner,Video
Devops and Systems Integration,60,100,63,Beginner,Quiz
IT Project Management,48,94,44,Beginner,Video
Cloud Computing,54,73,51,Beginner,Video
Artificial Intelligence and Machine Learning,52,82,43,Beginner,Video
CyberSecurity,56,88,67,Beginner,Quiz
Web Development,47,79,42,Beginner,Video
Data Science and Analytics,70,88,48,Beginner,Video
IT Project Management,46,71,53,Beginner,Quiz
CyberSecurity,48,98,67,Beginner,Quiz
Cloud Computing,60,91,47,Beginner,Video
CyberSecurity,48,84,45,Beginner,Video
IT Project Management,49,99,68,Beginner,Quiz
Data Science and Analytics,41,99,48,Beginner,Quiz
Data Science and Analytics,62,78,55,Beginner,Video
Cloud Computing,53,70,54,Intermediate,Quiz
Software Engineering and Development,67,98,49,Beginner,Video
Database Management,69,88,65,Beginner,Video
Data Science and Analytics,53,84,41,Beginner,Video
IT Project Management,58,82,46,Beginner,Video
Web Development,60,95,49,Beginner,Video
Cloud Computing,52,96,68,Beginner,Quiz
Artificial Intelligence and Machine Learning,52,94,63,Beginner,Quiz
Web Development,44,78,64,Beginner,Quiz
Web Development,53,79,53,Beginner,Quiz
Artificial Intelligence and Machine Learning,62,97,44,Beginner,Video
CyberSecurity,46,75,67,Beginner,Quiz
Cloud Computing,50,94,67,Beginner,Quiz
Network and System Administration,41,74,69,Beginner,Quiz
Database Management,46,96,65,Beginner,Quiz
Artificial Intelligence and Machine Learning,67,90,50,Beginner,Video
Web Development,44,98,53,Beginner,Quiz
Network and System Administration,41,81,50,Beginner,Quiz
Cloud Computing,45,82,61,Beginner,Quiz
Data Science and Analytics,46,76,59,Beginner,Quiz
Web Development,56,78,56,Beginner,Quiz
Data Science and Analytics,50,75,44,Beginner,Video
Web Development,60,75,52,Beginner,Video
Software Engineering and Development,60,72,42,Beginner,Video
Cloud Computing,51,99,59,Beginner,Quiz
Network and System Administration,46,89,45,Beginner,Video
Artificial Intelligence and Machine Learning,70,73,69,Beginner,Video
Data Science and Analytics,68,96,66,Beginner,Video
CyberSecurity,49,99,52,Beginner,Quiz
Artificial Intelligence and Machine Learning,61,71,64,Beginner,Quiz
Database Management,68,89,46,Beginner,Video
Web Development,64,88,45,Beginner,Video
Database Management,44,91,63,Beginner,Quiz
IT Project Management,55,78,70,Beginner,Quiz
Data Science and Analytics,49,80,46,Beginner,Video
IT Project Management,49,85,50,Beginner,Quiz
Software Engineering and Development,50,92,51,Beginner,Quiz
Network and System Administration,67,72,66,Beginner,Video
CyberSecurity,56,70,52,Intermediate,Video
CyberSecurity,43,92,48,Beginner,Quiz
CyberSecurity,67,88,44,Beginner,Video
Artificial Intelligence and Machine Learning,65,81,59,Beginner,Video
Software Engineering and Development,63,76,63,Beginner,Quiz
Web Development,51,89,60,Beginner,Quiz
Network and System Administration,50,91,65,Beginner,Quiz
Web Development,46,100,53,Beginner,Quiz
Devops and Systems Integration,67,87,60,Beginner,Video
IT Project Management,45,88,64,Beginner,Quiz
IT Project Management,45,100,50,Beginner,Quiz
IT Project Management,60,77,49,Beginner,Video
Data Science and Analytics,62,86,69,Beginner,Quiz
IT Project Management,43,97,54,Beginner,Quiz
Database Management,47,84,43,Beginner,Video
Network and System Administration,61,75,41,Beginner,Video
IT Project Management,61,92,59,Beginner,Video
Artificial Intelligence and Machine Learning,67,90,55,Beginner,Video
Database Management,60,84,43,Beginner,Video
Software Engineering and Development,65,70,59,Intermediate,Video
Artificial Intelligence and Machine Learning,65,86,69,Beginner,Quiz
Cloud Computing,58,89,68,Beginner,Quiz
CyberSecurity,64,87,61,Beginner,Video
CyberSecurity,59,79,50,Beginner,Video
Database Management,45,70,50,Intermediate,Quiz
Network and System Administration,42,95,66,Beginner,Quiz
Software Engineering and Development,41,76,44,Beginner,Quiz
Network and System Administration,59,77,44,Beginner,Video
Cloud Computing,45,78,42,Beginner,Video
IT Project Management,68,94,66,Beginner,Video
Web Development,42,91,61,Beginner,Quiz
Network and System Administration,41,79,44,Beginner,Quiz
Artificial Intelligence and Machine Learning,54,82,60,Beginner,Quiz
Web Development,41,95,47,Beginner,Quiz
Devops and Systems Integration,47,73,52,Beginner,Quiz
Devops and Systems Integration,41,83,48,Beginner,Quiz
Devops and Systems Integration,70,97,68,Beginner,Video
Network and System Administration,70,99,69,Beginner,Video
Artificial Intelligence and Machine Learning,46,80,50,Beginner,Quiz
Network and System Administration,42,75,45,Beginner,Quiz
Data Science and Analytics,57,81,45,Beginner,Video
IT Project Management,49,71,46,Beginner,Video
Artificial Intelligence and Machine Learning,68,92,57,Beginner,Video
Network and System Administration,63,82,64,Beginner,Quiz
CyberSecurity,42,71,70,Beginner,Quiz
Database Management,52,91,56,Beginner,Quiz
Network and System Administration,53,81,60,Beginner,Quiz
Network and System Administration,64,99,56,Beginner,Video
CyberSecurity,41,74,55,Beginner,Quiz
Artificial Intelligence and Machine Learning,56,95,51,Beginner,Video
Devops and Systems Integration,59,82,50,Beginner,Video
Database Management,70,88,41,Beginner,Video
Cloud Computing,43,82,47,Beginner,Quiz
Database Management,43,79,66,Beginner,Quiz
Network and System Administration,42,97,53,Beginner,Quiz
Web Development,61,74,49,Beginner,Video
IT Project Management,61,71,51,Beginner,Video
Software Engineering and Development,64,90,58,Beginner,Video
Devops and Systems Integration,48,76,60,Beginner,Quiz
Web Development,47,83,54,Beginner,Quiz
Web Development,48,71,65,Beginner,Quiz
IT Project Management,48,94,62,Beginner,Quiz
Artificial Intelligence and Machine Learning,41,98,67,Beginner,Quiz
Cloud Computing,63,89,50,Beginner,Video
Devops and Systems Integration,69,96,51,Beginner,Video
Web Development,43,76,70,Beginner,Quiz
CyberSecurity,53,80,64,Beginner,Quiz
Data Science and Analytics,62,85,59,Beginner,Video
Web Development,60,100,70,Beginner,Quiz
Network and System Administration,59,70,46,Intermediate,Video
Web Development,70,93,41,Beginner,Video
Artificial Intelligence and Machine Learning,52,71,70,Beginner,Quiz
Data Science and Analytics,64,85,48,Beginner,Video
Cloud Computing,43,76,43,Beginner,Quiz
Data Science and Analytics,52,92,65,Beginner,Quiz
CyberSecurity,44,71,65,Beginner,Quiz
CyberSecurity,61,97,56,Beginner,Video
Network and System Administration,65,75,69,Beginner,Quiz
Web Development,55,99,60,Beginner,Quiz
Network and System Administration,55,97,59,Beginner,Quiz
Software Engineering and Development,69,82,57,Beginner,Video
Data Science and Analytics,46,78,57,Beginner,Quiz
Web Development,68,95,51,Beginner,Video
Data Science and Analytics,70,76,59,Beginner,Video
Devops and Systems Integration,64,95,49,Beginner,Video
IT Project Management,70,83,51,Beginner,Video
Devops and Systems Integration,69,72,45,Beginner,Video
Cloud Computing,42,79,60,Beginner,Quiz
Network and System Administration,51,97,55,Beginner,Quiz
Network and System Administration,52,95,48,Beginner,Video
Artificial Intelligence and Machine Learning,51,79,67,Beginner,Quiz
Data Science and Analytics,58,96,53,Beginner,Video
Artificial Intelligence and Machine Learning,46,89,57,Beginner,Quiz
IT Project Management,48,87,47,Beginner,Video
Web Development,69,70,53,Intermediate,Video
Cloud Computing,67,83,50,Beginner,Video
Network and System Administration,56,89,66,Beginner,Quiz
Cloud Computing,61,96,68,Beginner,Quiz
Database Management,65,96,69,Beginner,Quiz
Database Management,54,91,51,Beginner,Video
Software Engineering and Development,59,71,69,Beginner,Quiz
Network and System Administration,63,79,44,Beginner,Video
Network and System Administration,43,79,70,Beginner,Quiz
Devops and Systems Integration,61,93,52,Beginner,Video
IT Project Management,41,76,57,Beginner,Quiz
IT Project Management,43,79,55,Beginner,Quiz
IT Project Management,51,70,62,Intermediate,Quiz
Devops and Systems Integration,46,90,53,Beginner,Quiz
Cloud Computing,58,95,65,Beginner,Quiz
Artificial Intelligence and Machine Learning,51,72,54,Beginner,Quiz
Network and System Administration,50,72,46,Beginner,Video
Cloud Computing,62,91,48,Beginner,Video
Software Engineering and Development,50,82,55,Beginner,Quiz
IT Project Management,54,88,60,Beginner,Quiz
Devops and Systems Integration,48,77,65,Beginner,Quiz
Cloud Computing,46,73,56,Beginner,Quiz
Devops and Systems Integration,65,84,63,Beginner,Video
Network and System Administration,52,91,67,Beginner,Quiz
Software Engineering and Development,68,88,45,Beginner,Video
Data Science and Analytics,55,71,56,Beginner,Quiz
Database Management,55,86,62,Beginner,Quiz
Artificial Intelligence and Machine Learning,58,89,56,Beginner,Video
Web Development,56,78,45,Beginner,Video
Cloud Computing,53,71,64,Beginner,Quiz
Software Engineering and Development,51,90,60,Beginner,Quiz
IT Project Management,44,91,45,Beginner,Quiz
Software Engineering and Development,52,87,68,Beginner,Quiz
Data Science and Analytics,59,96,59,Beginner,Quiz
Cloud Computing,52,84,62,Beginner,Quiz
Artificial Intelligence and Machine Learning,66,73,62,Beginner,Video
Database Management,66,93,66,Beginner,Quiz
Network and System Administration,69,76,66,Beginner,Video
Web Development,63,89,58,Beginner,Video
Data Science and Analytics,42,95,66,Beginner,Quiz
Web Development,42,95,58,Beginner,Quiz
Software Engineering and Development,64,90,70,Beginner,Quiz
Cloud Computing,70,93,53,Beginner,Video
Software Engineering and Development,59,86,45,Beginner,Video
Cloud Computing,56,80,51,Beginner,Video
Database Management,50,77,48,Beginner,Video
Artificial Intelligence and Machine Learning,42,99,46,Beginner,Quiz
Network and System Administration,61,84,68,Beginner,Quiz
Data Science and Analytics,59,94,65,Beginner,Quiz
Devops and Systems Integration,41,82,69,Beginner,Quiz
IT Project Management,55,77,50,Beginner,Video
Database Management,44,96,45,Beginner,Quiz
Database Management,60,99,47,Beginner,Video
Cloud Computing,54,85,56,Beginner,Quiz
Network and System Administration,52,79,67,Beginner,Quiz
Artificial Intelligence and Machine Learning,49,100,61,Beginner,Quiz
Data Science and Analytics,69,91,60,Beginner,Video
Artificial Intelligence and Machine Learning,66,73,64,Beginner,Video
Web Development,47,73,67,Beginner,Quiz
Web Development,67,89,59,Beginner,Video
Database Management,69,71,65,Beginner,Video
Devops and Systems Integration,69,87,65,Beginner,Video
CyberSecurity,69,97,63,Beginner,Video
CyberSecurity,56,71,60,Beginner,Quiz
Devops and Systems Integration,63,81,51,Beginner,Video
Cloud Computing,46,88,65,Beginner,Quiz
Devops and Systems Integration,62,94,58,Beginner,Video
IT Project Management,52,70,52,Intermediate,Quiz
Cloud Computing,59,88,51,Beginner,Video
Cloud Computing,53,77,55,Beginner,Quiz
Database Management,59,98,45,Beginner,Video
Database Management,54,75,43,Beginner,Video
Software Engineering and Development,62,99,43,Beginner,Video
CyberSecurity,54,79,44,Beginner,Video
Data Science and Analytics,46,72,62,Beginner,Quiz
Artificial Intelligence and Machine Learning,65,76,41,Beginner,Video
Artificial Intelligence and Machine Learning,48,98,42,Beginner,Video
Data Science and Analytics,69,89,67,Beginner,Video
Cloud Computing,66,99,63,Beginner,Video
Network and System Administration,43,81,53,Beginner,Quiz
CyberSecurity,50,74,65,Beginner,Quiz
CyberSecurity,69,89,58,Beginner,Video
Web Development,47,99,42,Beginner,Video
CyberSecurity,68,77,43,Beginner,Video
Web Development,55,80,52,Beginner,Video
Artificial Intelligence and Machine Learning,43,75,61,Beginner,Quiz
Devops and Systems Integration,64,93,67,Beginner,Quiz
Web Development,67,96,54,Beginner,Video
Data Science and Analytics,60,97,69,Beginner,Quiz
Network and System Administration,63,90,59,Beginner,Video
Cloud Computing,55,86,42,Beginner,Video
Devops and Systems Integration,60,70,50,Intermediate,Video
Devops and Systems Integration,45,95,42,Beginner,Video
CyberSecurity,50,94,47,Beginner,Video
Cloud Computing,65,85,63,Beginner,Video
Cloud Computing,62,77,53,Beginner,Video
Software Engineering and Development,43,84,69,Beginner,Quiz
Cloud Computing,49,75,48,Beginner,Video
Network and System Administration,48,76,69,Beginner,Quiz
Devops and Systems Integration,67,75,69,Beginner,Quiz
CyberSecurity,60,79,59,Beginner,Video
IT Project Management,68,81,45,Beginner,Video
Web Development,52,98,59,Beginner,Quiz
Cloud Computing,50,97,70,Beginner,Quiz
Network and System Administration,65,83,62,Beginner,Video
Software Engineering and Development,51,72,58,Beginner,Quiz
CyberSecurity,41,70,64,Intermediate,Quiz
Artificial Intelligence and Machine Learning,56,80,57,Beginner,Quiz
Network and System Administration,60,77,68,Beginner,Quiz
Data Science and Analytics,54,85,63,Beginner,Quiz
Cloud Computing,68,98,58,Beginner,Video
Artificial Intelligence and Machine Learning,46,95,44,Beginner,Video
Web Development,59,72,42,Beginner,Video
Devops and Systems Integration,55,100,43,Beginner,Video
Cloud Computing,70,91,62,Beginner,Video
IT Project Management,65,82,48,Beginner,Video
IT Project Management,53,89,67,Beginner,Quiz
Software Engineering and Development,43,83,42,Beginner,Video
Network and System Administration,59,100,53,Beginner,Video
Software Engineering and Development,51,90,41,Beginner,Video
